TPA,Horizontal,Vertical
6.0,8.68,0.5
6.0,8.71,0.46
6.0,8.77,0.4
6.0,8.82,0.36
6.0,8.85,0.32
6.0,8.89,0.28
6.0,8.92,0.24
6.0,7.98,1.17
6.0,7.94,1.21
6.0,7.91,1.23
6.0,7.88,1.26
6.0,7.14,1.72
6.0,7.17,1.71
6.0,7.2,1.7
6.0,7.23,1.69
6.0,7.26,1.68
6.0,7.3,1.67
6.0,7.33,1.66
6.0,7.36,1.64
6.0,7.39,1.63
6.0,7.43,1.61
6.0,7.47,1.59
6.0,8.95,0.22
6.0,7.5,1.57
6.0,7.54,1.54
6.0,7.57,1.52
6.0,7.6,1.49
6.0,7.62,1.47
6.0,7.65,1.44
6.0,7.69,1.42
6.0,7.73,1.4
6.0,7.76,1.37
6.0,7.79,1.35
6.0,7.82,1.32
6.0,7.84,1.28
6.0,7.53,1.55
6.0,9.01,0.15
6.0,9.1,0.1
6.0,9.16,0.05
6.0,0.98,1.0
6.0,1.08,0.99
6.0,1.12,0.98
6.0,1.17,0.98
6.0,1.28,0.98
6.0,1.36,0.98
6.0,1.45,0.97
6.0,1.51,0.97
6.0,1.58,0.96
6.0,1.66,0.97
6.0,1.73,0.98
6.0,0.9,1.0
6.0,1.81,0.98
6.0,1.95,0.99
6.0,2.03,0.99
6.0,2.11,0.99
6.0,2.2,0.99
6.0,2.25,1.0
6.0,2.32,1.0
6.0,2.38,1.01
6.0,2.45,1.01
6.0,2.52,1.02
6.0,2.59,1.03
6.0,2.68,1.03
6.0,1.88,0.98
6.0,7.11,1.73
6.0,0.81,1.01
6.0,0.66,1.03
6.0,9.2,0.01
6.0,9.26,-0.05
6.0,9.3,-0.09
6.0,9.37,-0.13
6.0,9.42,-0.17
6.0,9.45,-0.19
6.0,9.51,-0.25
6.0,9.57,-0.3
6.0,9.62,-0.33
6.0,9.69,-0.38
6.0,9.75,-0.39
6.0,0.74,1.02
6.0,9.81,-0.39
6.0,9.88,-0.37
6.0,0.02,1.0
6.0,0.03,1.0
6.0,0.04,1.0
6.0,0.08,1.01
6.0,0.19,1.03
6.0,0.25,1.05
6.0,0.34,1.06
6.0,0.34,1.06
6.0,0.48,1.05
6.0,0.57,1.04
6.0,9.85,-0.38
6.0,7.08,1.74
6.0,7.07,1.74
6.0,7.03,1.74
6.0,2.46,0.97
6.0,2.49,0.98
6.0,2.63,0.98
6.0,2.72,0.99
6.0,2.8,0.99
6.0,2.88,1.0
6.0,2.95,1.01
6.0,3.04,1.01
6.0,3.12,1.03
6.0,3.22,1.03
6.0,3.28,1.04
6.0,2.39,0.97
6.0,3.39,1.05
6.0,3.53,1.06
6.0,3.61,1.08
6.0,3.66,1.08
6.0,3.74,1.1
6.0,3.82,1.1
6.0,3.88,1.11
6.0,3.96,1.12
6.0,4.02,1.13
6.0,4.1,1.14
6.0,4.19,1.16
6.0,4.26,1.17
6.0,3.44,1.06
6.0,4.3,1.18
6.0,2.28,0.97
6.0,2.13,0.97
6.0,0.01,1.0
6.0,0.02,1.01
6.0,0.06,1.01
6.0,0.24,1.06
6.0,0.32,1.06
6.0,0.37,1.07
6.0,0.46,1.06
6.0,0.54,1.06
6.0,0.63,1.05
6.0,0.77,1.04
6.0,0.86,1.03
6.0,2.2,0.97
6.0,0.95,1.02
6.0,1.15,1.0
6.0,1.24,1.0
6.0,1.33,0.99
6.0,1.41,0.99
6.0,1.51,0.98
6.0,1.57,0.98
6.0,1.64,0.98
6.0,1.78,0.98
6.0,1.87,0.98
6.0,1.97,0.97
6.0,2.05,0.97
6.0,1.05,1.01
6.0,2.74,1.05
6.0,4.37,1.2
6.0,4.52,1.22
6.0,6.1,1.64
6.0,6.14,1.66
6.0,6.19,1.68
6.0,6.24,1.69
6.0,6.29,1.7
6.0,6.34,1.71
6.0,6.36,1.72
6.0,6.42,1.74
6.0,6.46,1.74
6.0,6.5,1.74
6.0,6.53,1.76
6.0,6.06,1.64
6.0,6.57,1.75
6.0,6.64,1.76
6.0,6.68,1.77
6.0,6.71,1.77
6.0,6.75,1.77
6.0,6.79,1.76
6.0,6.83,1.77
6.0,6.87,1.77
6.0,6.9,1.76
6.0,6.93,1.76
6.0,6.96,1.76
6.0,6.99,1.75
6.0,6.61,1.76
6.0,4.44,1.21
6.0,6.02,1.63
6.0,5.94,1.61
6.0,4.57,1.25
6.0,4.65,1.26
6.0,4.71,1.27
6.0,4.75,1.28
6.0,4.83,1.3
6.0,4.89,1.31
6.0,4.94,1.32
6.0,5.0,1.33
6.0,5.07,1.36
6.0,5.13,1.38
6.0,5.2,1.4
6.0,5.99,1.62
6.0,5.26,1.41
6.0,5.36,1.44
6.0,5.42,1.46
6.0,5.46,1.47
6.0,5.51,1.49
6.0,5.57,1.5
6.0,5.63,1.52
6.0,5.67,1.54
6.0,5.72,1.54
6.0,5.78,1.56
6.0,5.81,1.58
6.0,5.86,1.58
6.0,5.32,1.43
6.0,2.8,1.05
6.0,5.82,1.84
6.0,2.92,1.07
6.0,0.13,1.01
6.0,0.19,1.05
6.0,0.24,1.06
6.0,0.34,1.08
6.0,0.5,1.07
6.0,0.61,1.07
6.0,0.71,1.05
6.0,0.79,1.04
6.0,0.9,1.03
6.0,1.0,1.02
6.0,1.09,1.0
6.0,1.15,1.0
6.0,1.24,0.99
6.0,1.34,0.99
6.0,1.45,0.99
6.0,1.54,0.99
6.0,1.63,0.99
6.0,1.73,0.98
6.0,1.82,0.99
6.0,1.88,0.99
6.0,1.96,0.99
6.0,2.05,0.99
6.0,2.17,1.01
6.0,0.06,1.01
6.0,0.02,1.0
6.0,8.32,-0.27
6.0,8.25,-0.27
6.0,6.99,0.65
6.0,7.05,0.6
6.0,7.1,0.56
6.0,7.15,0.52
6.0,7.19,0.48
6.0,7.23,0.45
6.0,7.27,0.41
6.0,7.31,0.37
6.0,7.37,0.33
6.0,7.41,0.29
6.0,7.47,0.26
6.0,2.26,1.01
6.0,7.5,0.22
6.0,7.59,0.14
6.0,7.64,0.11
6.0,7.68,0.08
6.0,7.75,0.04
6.0,7.87,-0.06
6.0,7.9,-0.09
6.0,7.98,-0.14
6.0,8.04,-0.19
6.0,8.09,-0.22
6.0,8.14,-0.26
6.0,8.18,-0.27
6.0,7.56,0.17
6.0,2.35,1.01
6.0,2.43,1.02
6.0,2.52,1.03
6.0,4.63,1.43
6.0,4.7,1.45
6.0,4.73,1.47
6.0,4.79,1.48
6.0,4.84,1.5
6.0,4.9,1.52
6.0,4.95,1.53
6.0,5.0,1.55
6.0,5.08,1.58
6.0,5.12,1.6
6.0,5.17,1.61
6.0,4.55,1.41
6.0,5.23,1.63
6.0,5.31,1.66
6.0,5.35,1.67
6.0,5.4,1.68
6.0,5.44,1.7
6.0,5.49,1.71
6.0,5.55,1.74
6.0,5.6,1.76
6.0,5.64,1.77
6.0,5.67,1.78
6.0,5.71,1.8
6.0,2.84,1.06
6.0,5.27,1.65
6.0,6.95,0.7
6.0,4.48,1.39
6.0,4.37,1.36
6.0,2.61,1.04
6.0,2.7,1.05
6.0,2.78,1.05
6.0,2.83,1.06
6.0,2.91,1.07
6.0,2.99,1.08
6.0,3.1,1.1
6.0,3.17,1.11
6.0,3.26,1.12
6.0,3.34,1.13
6.0,3.41,1.15
6.0,4.43,1.38
6.0,3.5,1.17
6.0,3.64,1.19
6.0,3.7,1.2
6.0,3.78,1.21
6.0,3.81,1.22
6.0,3.9,1.24
6.0,4.0,1.26
6.0,4.07,1.29
6.0,4.13,1.3
6.0,4.19,1.32
6.0,4.26,1.33
6.0,4.31,1.35
6.0,3.57,1.18
6.0,6.92,0.72
6.0,5.75,1.81
6.0,6.85,0.79
6.0,4.5,1.45
6.0,4.53,1.46
6.0,4.56,1.47
6.0,4.6,1.49
6.0,4.65,1.5
6.0,4.69,1.52
6.0,4.73,1.53
6.0,4.76,1.53
6.0,4.81,1.55
6.0,4.85,1.57
6.0,4.89,1.57
6.0,4.9,1.58
6.0,4.95,1.59
6.0,4.99,1.6
6.0,5.03,1.62
6.0,5.06,1.62
6.0,5.09,1.63
6.0,5.12,1.64
6.0,5.16,1.65
6.0,5.19,1.66
6.0,5.24,1.66
6.0,5.26,1.67
6.0,5.28,1.67
6.0,4.43,1.44
6.0,4.39,1.42
6.0,4.33,1.4
6.0,4.28,1.38
6.0,6.89,0.76
6.0,3.04,1.09
6.0,3.1,1.1
6.0,3.17,1.11
6.0,3.25,1.12
6.0,3.3,1.14
6.0,3.37,1.15
6.0,3.41,1.16
6.0,3.46,1.17
6.0,3.52,1.18
6.0,3.57,1.19
6.0,5.31,1.67
6.0,3.63,1.21
6.0,3.74,1.23
6.0,3.8,1.25
6.0,3.85,1.27
6.0,3.92,1.28
6.0,3.98,1.3
6.0,4.03,1.31
6.0,4.06,1.32
6.0,4.1,1.34
6.0,4.14,1.34
6.0,4.19,1.36
6.0,4.23,1.36
6.0,3.69,1.22
6.0,5.34,1.68
6.0,2.99,1.08
6.0,5.4,1.69
6.0,6.14,1.45
6.0,6.17,1.43
6.0,6.2,1.41
6.0,6.21,1.39
6.0,6.24,1.37
6.0,6.28,1.34
6.0,6.31,1.32
6.0,6.34,1.29
6.0,6.37,1.26
6.0,6.39,1.24
6.0,6.39,1.22
6.0,6.11,1.46
6.0,6.43,1.19
6.0,6.49,1.13
6.0,6.52,1.1
6.0,6.54,1.09
6.0,6.59,1.04
6.0,6.61,1.02
6.0,6.65,0.99
6.0,6.67,0.95
6.0,6.7,0.92
6.0,6.74,0.89
6.0,6.82,0.82
6.0,5.37,1.69
6.0,6.46,1.16
6.0,6.09,1.48
6.0,6.78,0.85
6.0,6.04,1.52
6.0,6.07,1.51
6.0,5.43,1.7
6.0,5.49,1.69
6.0,5.52,1.69
6.0,5.55,1.69
6.0,5.57,1.69
6.0,5.59,1.69
6.0,5.62,1.68
6.0,5.64,1.67
6.0,5.67,1.67
6.0,5.69,1.67
6.0,5.72,1.66
6.0,5.46,1.69
6.0,5.78,1.64
6.0,5.74,1.65
6.0,6.02,1.53
6.0,5.96,1.56
6.0,5.94,1.58
6.0,5.93,1.59
6.0,5.99,1.55
6.0,5.87,1.61
6.0,5.85,1.62
6.0,5.82,1.63
6.0,5.8,1.64
6.0,5.9,1.6
8.0,4.66,1.08
8.0,4.72,1.11
8.0,4.81,1.12
8.0,4.87,1.13
8.0,4.93,1.14
8.0,4.99,1.16
8.0,5.07,1.18
8.0,5.15,1.21
8.0,5.21,1.22
8.0,5.3,1.25
8.0,5.65,1.37
8.0,5.39,1.28
8.0,5.46,1.3
8.0,5.53,1.32
8.0,5.58,1.35
8.0,5.71,1.39
8.0,5.78,1.42
8.0,5.83,1.42
8.0,5.87,1.44
8.0,5.92,1.47
8.0,5.97,1.47
8.0,6.02,1.49
8.0,5.35,1.27
8.0,4.58,1.07
8.0,3.53,0.9
8.0,4.45,1.03
8.0,2.24,0.85
8.0,2.4,0.85
8.0,2.49,0.85
8.0,2.57,0.84
8.0,2.68,0.84
8.0,2.77,0.85
8.0,2.85,0.85
8.0,2.93,0.85
8.0,3.02,0.85
8.0,3.12,0.86
8.0,3.19,0.86
8.0,4.51,1.06
8.0,3.27,0.88
8.0,3.43,0.9
8.0,3.63,0.92
8.0,3.73,0.93
8.0,3.81,0.94
8.0,3.86,0.95
8.0,3.93,0.95
8.0,4.01,0.96
8.0,4.11,0.98
8.0,4.21,1.0
8.0,4.3,1.01
8.0,4.37,1.01
8.0,3.35,0.88
8.0,6.07,1.51
8.0,7.13,1.83
8.0,6.18,1.56
8.0,7.29,1.84
8.0,7.32,1.83
8.0,7.34,1.83
8.0,7.37,1.82
8.0,7.41,1.83
8.0,7.42,1.82
8.0,7.45,1.8
8.0,7.48,1.8
8.0,7.51,1.79
8.0,7.53,1.78
8.0,7.54,1.77
8.0,7.26,1.84
8.0,7.56,1.76
8.0,7.62,1.73
8.0,7.65,1.72
8.0,7.66,1.71
8.0,7.68,1.69
8.0,7.72,1.68
8.0,7.75,1.66
8.0,7.76,1.66
8.0,7.77,1.64
8.0,7.79,1.61
8.0,2.18,0.85
8.0,7.86,1.57
8.0,7.59,1.75
8.0,6.11,1.54
8.0,7.24,1.83
8.0,7.17,1.83
8.0,6.21,1.57
8.0,6.26,1.58
8.0,6.31,1.59
8.0,6.36,1.62
8.0,6.4,1.64
8.0,6.44,1.65
8.0,6.48,1.66
8.0,6.54,1.68
8.0,6.59,1.71
8.0,6.62,1.72
8.0,6.65,1.72
8.0,7.21,1.83
8.0,6.69,1.74
8.0,6.77,1.76
8.0,6.81,1.77
8.0,6.84,1.78
8.0,6.88,1.79
8.0,6.91,1.8
8.0,6.94,1.8
8.0,6.96,1.8
8.0,7.02,1.81
8.0,7.05,1.83
8.0,7.08,1.83
8.0,7.1,1.83
8.0,6.73,1.75
8.0,7.84,1.59
8.0,7.31,0.96
8.0,1.92,0.86
8.0,6.54,1.54
8.0,6.57,1.53
8.0,6.6,1.52
8.0,6.63,1.51
8.0,6.66,1.5
8.0,6.68,1.48
8.0,6.7,1.47
8.0,6.74,1.45
8.0,6.76,1.43
8.0,6.77,1.42
8.0,6.81,1.4
8.0,6.84,1.38
8.0,6.86,1.37
8.0,6.89,1.34
8.0,6.92,1.33
8.0,6.94,1.31
8.0,6.96,1.28
8.0,6.99,1.26
8.0,7.01,1.24
8.0,7.04,1.21
8.0,7.07,1.19
8.0,7.1,1.16
8.0,7.12,1.14
8.0,6.52,1.55
8.0,6.49,1.56
8.0,6.47,1.57
8.0,6.44,1.58
8.0,5.73,1.56
8.0,7.88,1.56
8.0,5.76,1.56
8.0,5.79,1.57
8.0,5.84,1.58
8.0,5.88,1.6
8.0,5.93,1.6
8.0,5.95,1.6
8.0,5.99,1.61
8.0,6.01,1.61
8.0,6.04,1.61
8.0,7.16,1.11
8.0,6.07,1.62
8.0,6.14,1.61
8.0,6.18,1.62
8.0,6.2,1.61
8.0,6.22,1.61
8.0,6.24,1.61
8.0,6.27,1.61
8.0,6.3,1.6
8.0,6.34,1.6
8.0,6.37,1.59
8.0,6.4,1.59
8.0,6.42,1.59
8.0,6.1,1.61
8.0,7.18,1.08
8.0,7.22,1.05
8.0,7.26,1.02
8.0,8.35,0.07
8.0,8.39,0.08
8.0,8.44,0.09
8.0,0.01,1.0
8.0,0.01,1.0
8.0,0.04,1.0
8.0,0.17,1.01
8.0,0.28,1.03
8.0,0.35,1.04
8.0,0.45,1.04
8.0,0.58,1.03
8.0,8.31,0.05
8.0,0.69,1.02
8.0,0.87,0.99
8.0,0.97,0.96
8.0,1.08,0.94
8.0,1.17,0.92
8.0,1.26,0.91
8.0,1.35,0.9
8.0,1.42,0.89
8.0,1.5,0.89
8.0,1.63,0.88
8.0,1.73,0.87
8.0,1.84,0.87
8.0,0.81,1.0
8.0,1.99,0.86
8.0,8.28,0.06
8.0,8.2,0.13
8.0,7.27,1.0
8.0,7.34,0.94
8.0,7.38,0.9
8.0,7.42,0.86
8.0,7.44,0.84
8.0,7.48,0.8
8.0,7.51,0.78
8.0,7.52,0.74
8.0,7.58,0.7
8.0,7.63,0.65
8.0,7.66,0.63
8.0,8.24,0.09
8.0,7.68,0.6
8.0,7.75,0.53
8.0,7.79,0.49
8.0,7.84,0.47
8.0,7.86,0.43
8.0,7.88,0.39
8.0,7.95,0.34
8.0,7.99,0.31
8.0,8.02,0.28
8.0,8.06,0.24
8.0,8.11,0.2
8.0,8.15,0.17
8.0,7.72,0.56
8.0,7.91,1.54
8.0,4.43,1.38
8.0,7.94,1.5
8.0,5.77,1.74
8.0,5.8,1.74
8.0,5.83,1.75
8.0,5.86,1.74
8.0,5.88,1.74
8.0,5.9,1.74
8.0,5.94,1.74
8.0,5.97,1.73
8.0,6.0,1.73
8.0,6.03,1.72
8.0,6.05,1.72
8.0,6.07,1.72
8.0,6.1,1.72
8.0,6.12,1.71
8.0,6.15,1.7
8.0,6.18,1.69
8.0,6.21,1.68
8.0,6.23,1.68
8.0,6.26,1.66
8.0,6.29,1.64
8.0,6.31,1.64
8.0,6.33,1.63
8.0,6.35,1.6
8.0,5.74,1.74
8.0,5.72,1.73
8.0,5.69,1.72
8.0,5.65,1.72
8.0,4.72,1.48
8.0,4.76,1.48
8.0,4.81,1.5
8.0,4.85,1.53
8.0,4.89,1.53
8.0,4.94,1.53
8.0,4.96,1.55
8.0,5.01,1.57
8.0,5.06,1.59
8.0,5.1,1.6
8.0,5.14,1.61
8.0,6.37,1.59
8.0,5.18,1.62
8.0,5.26,1.63
8.0,5.31,1.65
8.0,5.32,1.66
8.0,5.36,1.66
8.0,5.4,1.67
8.0,5.45,1.69
8.0,5.48,1.7
8.0,5.51,1.71
8.0,5.54,1.72
8.0,5.58,1.72
8.0,5.61,1.73
8.0,5.21,1.63
8.0,6.39,1.57
8.0,6.43,1.56
8.0,6.45,1.54
8.0,7.35,0.75
8.0,7.37,0.7
8.0,7.42,0.67
8.0,7.45,0.64
8.0,7.48,0.6
8.0,7.56,0.54
8.0,7.6,0.51
8.0,7.63,0.47
8.0,7.69,0.44
8.0,7.73,0.4
8.0,7.78,0.37
8.0,7.31,0.77
8.0,7.82,0.32
8.0,7.89,0.25
8.0,7.96,0.2
8.0,8.01,0.17
8.0,8.1,0.11
8.0,8.15,0.07
8.0,8.17,0.05
8.0,8.23,0.02
8.0,8.29,-0.04
8.0,8.34,-0.08
8.0,8.42,-0.07
8.0,8.47,-0.07
8.0,7.87,0.28
8.0,4.67,1.46
8.0,7.26,0.82
8.0,7.17,0.9
8.0,6.49,1.52
8.0,6.51,1.5
8.0,6.54,1.48
8.0,6.55,1.46
8.0,6.58,1.45
8.0,6.61,1.43
8.0,6.63,1.41
8.0,6.66,1.39
8.0,6.69,1.36
8.0,6.71,1.34
8.0,6.74,1.31
8.0,7.22,0.86
8.0,6.77,1.29
8.0,6.84,1.22
8.0,6.85,1.21
8.0,6.88,1.18
8.0,6.91,1.15
8.0,6.94,1.12
8.0,6.98,1.09
8.0,7.02,1.05
8.0,7.04,1.01
8.0,7.08,0.98
8.0,7.11,0.94
8.0,7.15,0.92
8.0,6.81,1.25
8.0,4.62,1.45
8.0,4.58,1.43
8.0,4.51,1.42
8.0,8.75,0.61
8.0,8.77,0.58
8.0,8.8,0.54
8.0,8.84,0.51
8.0,8.86,0.48
8.0,8.89,0.45
8.0,8.93,0.4
8.0,8.97,0.36
8.0,9.0,0.33
8.0,9.02,0.32
8.0,9.05,0.29
8.0,8.7,0.64
8.0,9.1,0.24
8.0,9.14,0.18
8.0,9.18,0.19
8.0,9.22,0.21
8.0,0.01,1.0
8.0,0.08,1.0
8.0,0.2,1.01
8.0,0.25,1.02
8.0,0.3,1.04
8.0,0.41,1.04
8.0,0.49,1.03
8.0,0.57,1.02
8.0,9.13,0.21
8.0,0.65,1.01
8.0,8.69,0.67
8.0,8.62,0.74
8.0,7.96,1.47
8.0,7.99,1.45
8.0,8.01,1.43
8.0,8.03,1.4
8.0,8.06,1.37
8.0,8.09,1.35
8.0,8.1,1.31
8.0,8.12,1.3
8.0,8.15,1.27
8.0,8.19,1.23
8.0,8.22,1.2
8.0,8.64,0.71
8.0,8.24,1.19
8.0,8.29,1.12
8.0,8.32,1.08
8.0,8.35,1.05
8.0,8.37,1.02
8.0,8.42,0.98
8.0,8.43,0.95
8.0,8.47,0.92
8.0,8.51,0.87
8.0,8.54,0.83
8.0,8.56,0.8
8.0,8.59,0.78
8.0,8.27,1.15
8.0,7.93,1.52
8.0,0.73,1.0
8.0,0.88,0.98
8.0,3.11,1.05
8.0,3.16,1.06
8.0,3.23,1.08
8.0,3.3,1.1
8.0,3.35,1.11
8.0,3.43,1.11
8.0,3.5,1.14
8.0,3.55,1.16
8.0,3.62,1.17
8.0,3.69,1.18
8.0,3.74,1.18
8.0,3.05,1.04
8.0,3.8,1.2
8.0,3.96,1.25
8.0,3.96,1.25
8.0,4.03,1.27
8.0,4.09,1.28
8.0,4.15,1.3
8.0,4.2,1.32
8.0,4.25,1.33
8.0,4.29,1.33
8.0,4.35,1.34
8.0,4.39,1.36
8.0,5.69,1.55
8.0,3.84,1.22
8.0,0.79,0.99
8.0,2.96,1.03
8.0,2.82,1.01
8.0,0.97,0.97
8.0,1.06,0.96
8.0,1.14,0.95
8.0,1.21,0.95
8.0,1.29,0.95
8.0,1.36,0.95
8.0,1.44,0.95
8.0,1.51,0.94
8.0,1.6,0.94
8.0,1.69,0.94
8.0,1.77,0.94
8.0,2.88,1.02
8.0,1.84,0.94
8.0,2.01,0.95
8.0,2.09,0.95
8.0,2.15,0.95
8.0,2.22,0.95
8.0,2.29,0.95
8.0,2.36,0.96
8.0,2.44,0.96
8.0,2.49,0.97
8.0,2.6,0.98
8.0,2.67,0.98
8.0,2.76,1.01
8.0,1.92,0.94
8.0,5.66,1.53
8.0,2.08,0.85
8.0,5.57,1.51
8.0,7.4,1.14
8.0,7.42,1.11
8.0,7.44,1.09
8.0,7.47,1.06
8.0,7.5,1.02
8.0,7.53,0.98
8.0,7.57,0.95
8.0,7.61,0.92
8.0,7.63,0.88
8.0,7.67,0.84
8.0,7.72,0.8
8.0,7.75,0.78
8.0,7.78,0.74
8.0,7.82,0.69
8.0,7.86,0.65
8.0,7.89,0.61
8.0,7.96,0.57
8.0,8.0,0.53
8.0,8.03,0.49
8.0,8.06,0.46
8.0,8.11,0.42
8.0,8.13,0.39
8.0,8.19,0.34
8.0,7.37,1.16
8.0,7.34,1.2
8.0,7.3,1.23
8.0,7.27,1.26
8.0,6.65,1.68
8.0,6.66,1.67
8.0,6.7,1.66
8.0,6.72,1.65
8.0,6.75,1.64
8.0,6.79,1.63
8.0,6.81,1.61
8.0,6.84,1.6
8.0,6.86,1.59
8.0,6.89,1.57
8.0,6.91,1.56
8.0,8.21,0.31
8.0,6.93,1.55
8.0,6.99,1.51
8.0,7.01,1.48
8.0,7.04,1.47
8.0,7.06,1.45
8.0,7.08,1.43
8.0,7.1,1.41
8.0,7.12,1.39
8.0,7.15,1.36
8.0,7.17,1.35
8.0,7.22,1.31
8.0,7.24,1.28
8.0,6.96,1.53
8.0,8.27,0.27
8.0,8.32,0.23
8.0,8.36,0.19
8.0,1.36,0.89
8.0,1.46,0.88
8.0,1.54,0.87
8.0,1.62,0.87
8.0,1.69,0.86
8.0,1.76,0.86
8.0,1.86,0.86
8.0,1.92,0.86
8.0,1.97,0.86
8.0,2.05,0.86
8.0,2.13,0.86
8.0,1.26,0.9
8.0,2.22,0.85
8.0,2.39,0.87
8.0,2.43,0.87
8.0,2.53,0.87
8.0,2.58,0.88
8.0,2.69,0.89
8.0,2.76,0.89
8.0,2.81,0.89
8.0,2.88,0.89
8.0,2.96,0.91
8.0,3.02,0.92
8.0,3.08,0.92
8.0,2.31,0.87
8.0,6.63,1.68
8.0,1.2,0.91
8.0,1.06,0.93
8.0,8.42,0.14
8.0,8.46,0.09
8.0,8.49,0.07
8.0,8.53,0.04
8.0,8.61,-0.03
8.0,8.68,-0.09
8.0,8.71,-0.1
8.0,8.8,-0.09
8.0,8.84,-0.07
8.0,8.9,-0.06
8.0,8.93,-0.05
8.0,1.12,0.91
8.0,0.02,1.0
8.0,0.17,1.01
8.0,0.25,1.03
8.0,0.29,1.04
8.0,0.38,1.04
8.0,0.53,1.02
8.0,0.61,1.0
8.0,0.66,0.99
8.0,0.73,0.98
8.0,0.82,0.96
8.0,0.9,0.95
8.0,0.99,0.94
8.0,0.11,1.0
8.0,3.17,0.92
8.0,6.59,1.69
8.0,6.54,1.68
8.0,2.37,0.88
8.0,2.46,0.88
8.0,2.54,0.89
8.0,2.62,0.89
8.0,2.69,0.9
8.0,2.75,0.9
8.0,2.84,0.91
8.0,2.91,0.91
8.0,2.99,0.92
8.0,3.06,0.92
8.0,3.14,0.93
8.0,3.2,0.95
8.0,3.32,0.95
8.0,3.39,0.96
8.0,3.47,0.97
8.0,3.51,0.98
8.0,3.58,1.0
8.0,3.64,1.0
8.0,3.72,1.01
8.0,3.79,1.03
8.0,3.86,1.04
8.0,3.92,1.06
8.0,3.98,1.07
8.0,2.28,0.88
8.0,2.19,0.87
8.0,2.11,0.88
8.0,2.03,0.88
8.0,0.01,0.99
8.0,0.02,1.0
8.0,0.14,1.0
8.0,0.22,1.02
8.0,0.3,1.03
8.0,0.41,1.03
8.0,0.5,1.03
8.0,0.61,1.01
8.0,0.7,1.0
8.0,0.77,0.99
8.0,0.82,0.96
8.0,4.07,1.09
8.0,0.93,0.95
8.0,1.1,0.93
8.0,1.19,0.92
8.0,1.28,0.91
8.0,1.37,0.9
8.0,1.44,0.89
8.0,1.54,0.89
8.0,1.63,0.89
8.0,1.71,0.89
8.0,1.79,0.88
8.0,1.89,0.88
8.0,1.96,0.87
8.0,1.03,0.94
8.0,4.13,1.1
8.0,4.18,1.11
8.0,4.24,1.12
8.0,5.74,1.58
8.0,5.79,1.59
8.0,5.82,1.61
8.0,5.85,1.62
8.0,5.89,1.63
8.0,5.93,1.63
8.0,5.97,1.64
8.0,6.01,1.65
8.0,6.05,1.67
8.0,6.11,1.68
8.0,6.14,1.68
8.0,5.71,1.57
8.0,6.17,1.68
8.0,6.22,1.69
8.0,6.25,1.69
8.0,6.28,1.69
8.0,6.31,1.71
8.0,6.35,1.71
8.0,6.37,1.71
8.0,6.41,1.7
8.0,6.44,1.7
8.0,6.47,1.7
8.0,6.49,1.7
8.0,6.51,1.69
8.0,6.18,1.69
8.0,6.56,1.68
8.0,5.68,1.56
8.0,5.61,1.55
8.0,4.33,1.14
8.0,4.37,1.16
8.0,4.44,1.17
8.0,4.49,1.18
8.0,4.55,1.21
8.0,4.59,1.21
8.0,4.69,1.23
8.0,4.74,1.25
8.0,4.8,1.27
8.0,4.85,1.29
8.0,4.92,1.32
8.0,5.65,1.56
8.0,4.98,1.33
8.0,5.08,1.36
8.0,5.11,1.37
8.0,5.16,1.39
8.0,5.2,1.4
8.0,5.26,1.43
8.0,5.31,1.45
8.0,5.36,1.46
8.0,5.41,1.48
8.0,5.46,1.49
8.0,5.51,1.51
8.0,5.55,1.53
8.0,5.01,1.35
8.0,3.23,0.94
8.0,5.62,1.52
8.0,3.36,0.96
8.0,0.36,1.04
8.0,0.39,1.04
8.0,0.56,1.02
8.0,0.62,1.02
8.0,0.75,0.99
8.0,0.8,0.98
8.0,0.88,0.97
8.0,0.97,0.95
8.0,1.06,0.94
8.0,1.16,0.93
8.0,1.24,0.92
8.0,1.31,0.91
8.0,1.42,0.91
8.0,1.47,0.9
8.0,1.55,0.89
8.0,1.63,0.89
8.0,1.72,0.89
8.0,1.8,0.88
8.0,1.87,0.88
8.0,1.96,0.88
8.0,2.03,0.88
8.0,2.12,0.88
8.0,2.16,0.88
8.0,0.28,1.05
8.0,0.19,1.03
8.0,0.09,1.01
8.0,0.01,1.0
8.0,7.51,0.75
8.0,7.55,0.7
8.0,7.58,0.67
8.0,7.62,0.64
8.0,7.66,0.6
8.0,7.68,0.58
8.0,7.74,0.54
8.0,7.77,0.51
8.0,7.81,0.47
8.0,7.84,0.44
8.0,7.87,0.4
8.0,3.29,0.94
8.0,7.93,0.36
8.0,8.03,0.28
8.0,8.07,0.26
8.0,8.11,0.22
8.0,8.15,0.17
8.0,8.2,0.14
8.0,8.25,0.11
8.0,8.28,0.08
8.0,8.33,0.04
8.0,8.34,0.03
8.0,8.41,-0.01
8.0,8.52,0.01
8.0,7.99,0.32
8.0,2.32,0.89
8.0,2.4,0.89
8.0,2.51,0.89
8.0,4.44,1.19
8.0,4.51,1.2
8.0,4.56,1.21
8.0,4.62,1.23
8.0,4.69,1.26
8.0,4.74,1.27
8.0,4.79,1.28
8.0,4.81,1.29
8.0,4.89,1.32
8.0,4.91,1.32
8.0,4.96,1.33
8.0,4.37,1.17
8.0,5.04,1.35
8.0,5.13,1.38
8.0,5.17,1.39
