TPA,Horizontal,Vertical
14.0,3.92,1.6
14.0,3.85,1.57
14.0,2.65,1.26
14.0,2.7,1.27
14.0,2.76,1.28
14.0,2.8,1.3
14.0,2.87,1.3
14.0,2.93,1.31
14.0,2.99,1.33
14.0,3.04,1.36
14.0,3.1,1.36
14.0,3.14,1.37
14.0,3.18,1.38
14.0,3.89,1.59
14.0,3.23,1.39
14.0,3.34,1.43
14.0,3.4,1.44
14.0,3.45,1.45
14.0,3.49,1.46
14.0,3.52,1.48
14.0,3.57,1.49
14.0,3.62,1.51
14.0,3.68,1.52
14.0,3.73,1.54
14.0,4.76,1.83
14.0,3.81,1.57
14.0,3.27,1.4
14.0,7.78,0.66
14.0,2.41,1.21
14.0,7.74,0.7
14.0,5.39,2.11
14.0,5.43,2.12
14.0,5.48,2.13
14.0,5.51,2.14
14.0,5.56,2.16
14.0,5.59,2.18
14.0,5.62,2.19
14.0,5.66,2.19
14.0,5.69,2.2
14.0,5.73,2.21
14.0,5.76,2.21
14.0,5.33,2.09
14.0,5.78,2.22
14.0,5.83,2.22
14.0,5.87,2.22
14.0,5.9,2.23
14.0,5.93,2.24
14.0,5.96,2.23
14.0,6.0,2.23
14.0,6.04,2.23
14.0,6.05,2.23
14.0,6.07,2.22
14.0,6.1,2.2
14.0,6.13,2.21
14.0,5.8,2.22
14.0,6.15,2.21
14.0,5.28,2.07
14.0,5.2,2.04
14.0,3.87,1.56
14.0,3.97,1.58
14.0,4.04,1.6
14.0,4.1,1.62
14.0,4.17,1.66
14.0,4.23,1.68
14.0,4.28,1.7
14.0,4.35,1.72
14.0,4.41,1.74
14.0,4.45,1.76
14.0,4.51,1.78
14.0,5.23,2.05
14.0,4.58,1.8
14.0,4.69,1.84
14.0,4.74,1.86
14.0,4.79,1.87
14.0,4.85,1.9
14.0,4.9,1.91
14.0,4.95,1.92
14.0,5.01,1.93
14.0,5.07,1.94
14.0,5.1,1.95
14.0,5.12,2.0
14.0,5.16,2.03
14.0,4.62,1.81
14.0,6.17,2.2
14.0,5.37,2.1
14.0,6.19,2.19
14.0,6.86,1.63
14.0,6.88,1.61
14.0,6.93,1.57
14.0,6.95,1.52
14.0,6.99,1.49
14.0,7.02,1.45
14.0,7.05,1.42
14.0,7.07,1.4
14.0,7.1,1.36
14.0,7.14,1.32
14.0,7.21,1.24
14.0,6.82,1.66
14.0,7.24,1.21
14.0,7.3,1.13
14.0,7.35,1.08
14.0,7.38,1.05
14.0,7.42,1.02
14.0,7.46,0.98
14.0,7.5,0.93
14.0,7.53,0.9
14.0,7.57,0.86
14.0,7.61,0.81
14.0,7.64,0.79
14.0,7.7,0.73
14.0,7.27,1.18
14.0,6.8,1.69
14.0,7.16,1.29
14.0,6.39,2.08
14.0,6.21,2.17
14.0,6.79,1.72
14.0,6.23,2.16
14.0,6.26,2.15
14.0,6.29,2.14
14.0,6.32,2.12
14.0,6.34,2.11
14.0,6.36,2.1
14.0,6.41,2.07
14.0,6.44,2.05
14.0,6.47,2.03
14.0,6.49,2.0
14.0,6.49,2.02
14.0,6.55,1.96
14.0,6.57,1.95
14.0,6.59,1.92
14.0,6.62,1.9
14.0,6.64,1.87
14.0,6.66,1.85
14.0,6.69,1.83
14.0,6.71,1.8
14.0,6.74,1.76
14.0,6.77,1.74
14.0,6.53,1.98
16.0,4.29,2.12
16.0,4.43,2.19
16.0,4.39,2.16
16.0,4.34,2.15
16.0,4.25,2.11
16.0,4.97,2.4
16.0,4.16,2.07
16.0,4.11,2.04
16.0,4.47,2.21
16.0,4.07,2.02
16.0,4.21,2.09
16.0,4.51,2.22
16.0,4.94,2.39
16.0,4.57,2.25
16.0,4.61,2.26
16.0,4.65,2.28
16.0,4.69,2.29
16.0,4.72,2.3
16.0,4.77,2.32
16.0,4.79,2.33
16.0,4.85,2.36
16.0,4.88,2.38
16.0,4.9,2.38
16.0,4.02,1.99
16.0,4.54,2.23
16.0,3.95,1.97
16.0,2.37,1.41
16.0,3.84,1.92
16.0,4.99,2.42
16.0,2.29,1.4
16.0,2.43,1.43
16.0,2.51,1.45
16.0,2.58,1.47
16.0,2.65,1.5
16.0,2.73,1.52
16.0,2.79,1.53
16.0,2.87,1.55
16.0,2.96,1.57
16.0,3.0,1.6
16.0,3.9,1.94
16.0,3.09,1.63
16.0,3.22,1.67
16.0,3.28,1.68
16.0,3.37,1.73
16.0,3.43,1.75
16.0,3.46,1.77
16.0,3.53,1.79
16.0,3.58,1.82
16.0,3.65,1.84
16.0,3.69,1.86
16.0,3.75,1.88
16.0,3.8,1.9
16.0,3.15,1.65
16.0,5.02,2.42
16.0,6.32,1.7
16.0,5.09,2.44
16.0,5.77,2.29
16.0,5.79,2.27
16.0,5.82,2.25
16.0,5.83,2.24
16.0,5.85,2.21
16.0,5.88,2.19
16.0,5.9,2.17
16.0,5.92,2.14
16.0,5.94,2.12
16.0,5.95,2.1
16.0,5.97,2.07
16.0,5.76,2.3
16.0,6.02,2.04
16.0,6.06,2.0
16.0,6.08,1.98
16.0,6.11,1.94
16.0,6.14,1.91
16.0,6.17,1.87
16.0,6.18,1.84
16.0,6.22,1.82
16.0,6.25,1.78
16.0,6.29,1.74
16.0,6.36,1.67
16.0,2.21,1.38
16.0,6.04,2.02
16.0,5.74,2.32
16.0,5.72,2.34
16.0,5.7,2.36
16.0,5.1,2.44
16.0,5.13,2.46
16.0,5.16,2.45
16.0,5.19,2.46
16.0,5.22,2.47
16.0,5.24,2.48
16.0,5.28,2.48
16.0,5.31,2.49
16.0,5.33,2.49
16.0,5.36,2.49
16.0,5.39,2.49
16.0,5.42,2.49
16.0,5.43,2.49
16.0,5.47,2.48
16.0,5.48,2.47
16.0,5.51,2.47
16.0,5.53,2.46
16.0,5.55,2.45
16.0,5.57,2.45
16.0,5.58,2.43
16.0,5.61,2.43
16.0,5.64,2.42
16.0,5.65,2.4
16.0,5.64,2.38
16.0,5.68,2.37
16.0,5.05,2.43
16.0,2.13,1.36
16.0,4.35,1.99
16.0,1.93,1.32
16.0,4.91,1.57
16.0,4.93,1.55
16.0,4.94,1.52
16.0,4.98,1.49
16.0,5.01,1.47
16.0,5.04,1.43
16.0,5.06,1.42
16.0,5.08,1.38
16.0,5.11,1.36
16.0,5.14,1.33
16.0,5.18,1.29
16.0,4.88,1.6
16.0,5.2,1.28
16.0,5.28,1.18
16.0,5.31,1.16
16.0,5.34,1.14
16.0,5.37,1.11
16.0,5.41,1.07
16.0,5.47,1.02
16.0,5.5,1.0
16.0,5.53,0.97
16.0,5.57,0.93
16.0,5.61,0.9
16.0,5.65,0.87
16.0,5.24,1.23
16.0,5.69,0.83
16.0,4.86,1.61
16.0,4.83,1.66
16.0,6.37,1.66
16.0,4.34,2.0
16.0,4.37,1.98
16.0,4.39,1.98
16.0,4.41,1.97
16.0,4.43,1.96
16.0,4.45,1.95
16.0,4.46,1.94
16.0,4.48,1.93
16.0,4.49,1.92
16.0,4.53,1.9
16.0,4.84,1.64
16.0,4.55,1.89
16.0,4.59,1.86
16.0,4.61,1.86
16.0,4.63,1.83
16.0,4.64,1.82
16.0,4.66,1.8
16.0,4.68,1.79
16.0,4.7,1.77
16.0,4.72,1.75
16.0,4.74,1.73
16.0,4.77,1.71
16.0,4.79,1.69
16.0,4.57,1.88
16.0,5.75,0.78
16.0,5.82,0.73
16.0,5.85,0.7
16.0,0.03,1.0
16.0,0.06,1.0
16.0,0.08,1.01
16.0,0.17,1.04
16.0,0.26,1.1
16.0,0.31,1.11
16.0,0.43,1.13
16.0,0.49,1.14
16.0,0.59,1.15
16.0,0.66,1.15
16.0,0.77,1.15
16.0,7.59,-0.32
16.0,0.82,1.16
16.0,1.05,1.18
16.0,1.12,1.19
16.0,1.21,1.2
16.0,1.32,1.2
16.0,1.41,1.22
16.0,1.46,1.23
16.0,1.56,1.25
16.0,1.65,1.26
16.0,1.73,1.28
16.0,1.84,1.29
16.0,1.91,1.32
16.0,0.95,1.16
16.0,7.56,-0.33
16.0,7.47,-0.31
16.0,7.4,-0.28
16.0,5.88,0.67
16.0,5.94,0.64
16.0,5.98,0.6
16.0,6.03,0.57
16.0,6.07,0.53
16.0,6.14,0.5
16.0,6.19,0.45
16.0,6.22,0.43
16.0,6.23,0.43
16.0,6.33,0.36
16.0,6.4,0.32
16.0,6.47,0.27
16.0,6.52,0.24
16.0,6.58,0.19
16.0,6.65,0.15
16.0,6.7,0.12
16.0,6.77,0.07
16.0,6.83,0.04
16.0,6.88,0.01
16.0,6.94,-0.02
16.0,7.02,-0.07
16.0,7.1,-0.11
16.0,7.18,-0.16
16.0,7.24,-0.19
16.0,7.32,-0.24
16.0,2.04,1.34
16.0,6.4,1.61
16.0,8.47,0.04
16.0,6.47,1.53
16.0,5.37,2.37
16.0,5.38,2.37
16.0,5.4,2.36
16.0,5.43,2.35
16.0,5.44,2.34
16.0,5.47,2.33
16.0,5.48,2.31
16.0,5.5,2.3
16.0,5.53,2.28
16.0,5.56,2.27
16.0,5.59,2.26
16.0,5.34,2.39
16.0,5.61,2.24
16.0,5.66,2.21
16.0,5.67,2.19
16.0,5.7,2.17
16.0,5.73,2.14
16.0,5.75,2.12
16.0,5.78,2.1
16.0,5.8,2.08
16.0,5.82,2.06
16.0,5.84,2.04
16.0,5.87,2.01
16.0,5.89,1.99
16.0,5.64,2.22
16.0,5.92,1.96
16.0,5.31,2.39
16.0,5.27,2.4
16.0,4.57,2.3
16.0,4.6,2.32
16.0,4.65,2.34
16.0,4.68,2.34
16.0,4.71,2.35
16.0,4.74,2.37
16.0,4.77,2.37
16.0,4.79,2.37
16.0,4.81,2.37
16.0,4.84,2.38
16.0,4.87,2.38
16.0,5.28,2.4
16.0,4.9,2.38
16.0,4.96,2.39
16.0,5.0,2.41
16.0,5.02,2.42
16.0,5.06,2.43
16.0,5.09,2.42
16.0,5.11,2.42
16.0,5.14,2.41
16.0,5.15,2.42
16.0,5.17,2.42
16.0,5.2,2.41
16.0,5.24,2.41
16.0,4.93,2.39
16.0,5.95,1.92
16.0,5.98,1.91
16.0,6.01,1.87
16.0,7.21,0.77
16.0,7.28,0.74
16.0,7.34,0.7
16.0,7.38,0.66
16.0,7.44,0.62
16.0,7.51,0.58
16.0,7.54,0.56
16.0,7.62,0.52
16.0,7.68,0.47
16.0,7.76,0.43
16.0,7.81,0.4
16.0,7.15,0.81
16.0,7.87,0.35
16.0,7.99,0.28
16.0,8.06,0.25
16.0,8.12,0.21
16.0,8.18,0.17
16.0,8.24,0.15
16.0,8.27,0.12
16.0,8.35,0.09
16.0,4.32,2.01
16.0,8.53,0.01
16.0,8.6,0.01
16.0,8.67,0.02
16.0,7.93,0.32
16.0,7.09,0.86
16.0,7.05,0.9
16.0,7.0,0.94
16.0,6.04,1.84
16.0,6.06,1.8
16.0,6.09,1.78
16.0,6.11,1.76
16.0,6.14,1.73
16.0,6.17,1.7
16.0,6.21,1.65
16.0,6.25,1.62
16.0,6.28,1.59
16.0,6.32,1.55
16.0,6.36,1.51
16.0,6.4,1.47
16.0,6.43,1.44
16.0,6.46,1.41
16.0,6.49,1.37
16.0,6.54,1.32
16.0,6.57,1.31
16.0,6.62,1.26
16.0,6.66,1.22
16.0,6.71,1.17
16.0,6.77,1.13
16.0,6.81,1.09
16.0,6.87,1.04
16.0,6.9,1.01
16.0,6.95,0.98
16.0,4.53,2.28
16.0,6.43,1.58
16.0,4.49,2.27
16.0,4.42,2.23
16.0,7.83,0.38
16.0,7.89,0.34
16.0,7.95,0.31
16.0,8.01,0.27
16.0,8.06,0.24
16.0,8.12,0.21
16.0,8.18,0.18
16.0,8.21,0.16
16.0,8.28,0.12
16.0,8.31,0.1
16.0,8.39,0.1
16.0,7.76,0.41
16.0,8.44,0.11
16.0,0.04,1.0
16.0,0.07,1.0
16.0,0.12,1.03
16.0,0.26,1.08
16.0,0.37,1.12
16.0,0.45,1.13
16.0,0.52,1.13
16.0,0.61,1.15
16.0,0.65,1.15
16.0,0.77,1.16
16.0,0.85,1.17
16.0,0.03,1.0
16.0,0.96,1.17
16.0,7.68,0.47
16.0,7.59,0.54
16.0,6.51,1.48
16.0,6.55,1.45
16.0,6.6,1.41
16.0,6.63,1.37
16.0,6.66,1.33
16.0,6.71,1.29
16.0,6.73,1.26
16.0,6.76,1.23
16.0,6.8,1.18
16.0,6.84,1.14
16.0,6.92,1.09
16.0,7.62,0.51
16.0,6.95,1.05
16.0,7.05,0.97
16.0,7.09,0.93
16.0,7.13,0.89
16.0,7.17,0.86
16.0,7.22,0.81
16.0,7.26,0.77
16.0,7.32,0.73
16.0,7.38,0.68
16.0,7.44,0.64
16.0,7.49,0.6
16.0,7.55,0.57
16.0,7.0,1.01
16.0,1.06,1.17
16.0,1.12,1.18
16.0,1.2,1.2
16.0,3.33,1.74
16.0,3.38,1.77
16.0,3.44,1.79
16.0,3.51,1.82
16.0,3.55,1.84
16.0,3.6,1.86
16.0,3.67,1.89
16.0,3.69,1.9
16.0,3.75,1.92
16.0,3.8,1.94
16.0,3.85,1.97
16.0,3.28,1.73
16.0,3.9,1.99
16.0,3.99,2.03
16.0,4.02,2.05
16.0,4.06,2.08
16.0,4.12,2.11
16.0,4.17,2.12
16.0,4.21,2.14
16.0,4.25,2.17
16.0,4.28,2.18
16.0,4.31,2.19
16.0,4.35,2.2
16.0,4.39,2.21
16.0,3.94,2.01
16.0,3.24,1.71
16.0,3.17,1.67
16.0,3.09,1.64
16.0,1.3,1.21
16.0,1.37,1.22
16.0,1.46,1.23
16.0,1.53,1.24
16.0,1.6,1.25
16.0,1.7,1.27
16.0,1.75,1.28
16.0,1.85,1.3
16.0,1.94,1.31
16.0,2.02,1.33
16.0,2.07,1.35
16.0,2.14,1.37
16.0,2.21,1.38
16.0,2.28,1.4
16.0,2.38,1.42
16.0,2.43,1.44
16.0,2.5,1.46
16.0,2.58,1.47
16.0,2.66,1.51
16.0,2.7,1.53
16.0,2.79,1.54
16.0,2.84,1.55
16.0,2.9,1.58
16.0,2.97,1.6
16.0,3.03,1.63
16.0,4.46,2.25
16.0,4.3,2.01
16.0,4.12,2.03
16.0,4.25,2.01
16.0,6.52,1.23
16.0,6.56,1.19
16.0,6.59,1.15
16.0,6.61,1.13
16.0,6.65,1.09
16.0,6.69,1.05
16.0,6.73,1.01
16.0,6.76,0.98
16.0,6.8,0.95
16.0,6.85,0.91
16.0,6.89,0.87
16.0,6.49,1.26
16.0,6.92,0.84
16.0,7.01,0.75
16.0,7.06,0.71
16.0,7.1,0.68
16.0,7.16,0.63
16.0,7.2,0.59
16.0,7.26,0.56
16.0,7.3,0.51
16.0,7.32,0.5
16.0,7.37,0.46
16.0,7.41,0.42
16.0,7.46,0.39
16.0,6.96,0.8
16.0,7.51,0.34
16.0,6.44,1.29
16.0,6.38,1.37
16.0,5.77,1.99
16.0,5.79,1.96
16.0,5.81,1.95
16.0,5.83,1.93
16.0,5.84,1.91
16.0,5.87,1.89
16.0,5.9,1.87
16.0,5.93,1.85
16.0,5.94,1.83
16.0,5.96,1.81
16.0,5.98,1.79
16.0,6.4,1.34
16.0,6.0,1.76
16.0,6.07,1.7
16.0,6.08,1.68
16.0,6.1,1.66
16.0,6.13,1.62
16.0,6.16,1.59
16.0,6.19,1.56
16.0,6.22,1.52
16.0,6.24,1.49
16.0,6.27,1.47
16.0,6.31,1.44
16.0,6.35,1.4
16.0,6.03,1.73
16.0,7.57,0.3
16.0,7.62,0.28
16.0,7.68,0.23
16.0,1.62,1.24
16.0,1.69,1.25
16.0,1.77,1.27
16.0,1.85,1.28
16.0,1.91,1.29
16.0,1.98,1.31
16.0,2.07,1.33
16.0,2.15,1.35
16.0,2.2,1.36
16.0,2.26,1.38
16.0,2.33,1.39
16.0,1.55,1.22
16.0,2.38,1.41
16.0,2.52,1.45
16.0,2.6,1.48
16.0,2.64,1.49
16.0,2.71,1.51
16.0,2.77,1.53
16.0,2.82,1.55
16.0,2.87,1.57
16.0,2.92,1.59
16.0,3.0,1.61
16.0,3.05,1.64
16.0,3.11,1.67
16.0,2.45,1.43
16.0,1.47,1.21
16.0,1.39,1.2
16.0,1.32,1.19
16.0,7.74,0.2
16.0,7.79,0.16
16.0,7.83,0.13
16.0,7.89,0.1
16.0,7.94,0.06
16.0,7.98,0.05
16.0,8.05,0.06
16.0,8.11,0.07
16.0,0.01,1.0
16.0,0.02,1.0
16.0,0.1,1.04
16.0,0.18,1.06
16.0,0.28,1.1
16.0,0.35,1.12
16.0,0.42,1.12
16.0,0.52,1.13
16.0,0.58,1.14
16.0,0.7,1.14
16.0,0.76,1.14
16.0,0.85,1.14
16.0,0.93,1.15
16.0,1.0,1.15
16.0,1.09,1.17
16.0,1.18,1.17
16.0,1.28,1.19
16.0,5.76,2.0
16.0,3.16,1.67
16.0,5.72,2.02
16.0,5.67,2.05
16.0,2.18,1.28
16.0,2.29,1.3
16.0,2.35,1.33
16.0,2.45,1.34
16.0,2.54,1.35
16.0,2.61,1.37
16.0,2.68,1.4
16.0,2.75,1.41
16.0,2.81,1.42
16.0,2.88,1.45
16.0,2.94,1.45
16.0,2.16,1.28
16.0,3.01,1.47
16.0,3.15,1.51
16.0,3.2,1.52
16.0,3.26,1.55
16.0,3.33,1.57
16.0,3.37,1.57
16.0,3.45,1.6
16.0,3.5,1.62
16.0,3.59,1.65
16.0,3.64,1.67
16.0,3.7,1.68
16.0,3.74,1.69
16.0,3.08,1.48
16.0,3.79,1.71
16.0,2.08,1.27
16.0,1.94,1.24
16.0,0.06,1.01
16.0,0.03,1.01
16.0,0.04,1.01
16.0,0.1,1.02
16.0,0.2,1.07
16.0,0.29,1.11
16.0,0.36,1.14
16.0,0.43,1.15
16.0,0.54,1.15
16.0,0.65,1.15
16.0,0.76,1.15
16.0,2.01,1.25
16.0,0.82,1.16
16.0,1.02,1.16
16.0,1.1,1.17
16.0,1.16,1.16
16.0,1.24,1.17
16.0,1.33,1.18
16.0,1.39,1.18
16.0,1.52,1.19
16.0,1.6,1.19
16.0,1.7,1.21
16.0,1.76,1.23
16.0,1.84,1.23
16.0,4.27,2.02
16.0,3.84,1.73
16.0,3.89,1.75
16.0,3.96,1.77
16.0,5.12,2.18
16.0,5.14,2.18
16.0,5.17,2.18
16.0,5.2,2.18
16.0,5.22,2.19
16.0,5.26,2.19
16.0,5.27,2.19
16.0,5.3,2.19
16.0,5.32,2.18
16.0,5.35,2.18
16.0,5.37,2.17
16.0,5.08,2.17
16.0,5.39,2.17
16.0,5.44,2.16
16.0,5.47,2.15
16.0,5.49,2.14
16.0,5.51,2.14
16.0,5.54,2.13
16.0,5.55,2.12
16.0,5.57,2.11
16.0,5.59,2.1
16.0,5.61,2.08
16.0,5.62,2.07
16.0,5.66,2.07
16.0,5.42,2.16
16.0,5.07,2.17
16.0,5.04,2.16
16.0,5.0,2.15
16.0,4.0,1.79
16.0,4.05,1.8
16.0,4.1,1.82
16.0,4.16,1.85
16.0,4.22,1.87
16.0,4.26,1.88
16.0,4.29,1.89
16.0,4.33,1.9
16.0,4.37,1.92
16.0,4.43,1.94
16.0,4.47,1.96
16.0,4.52,1.98
16.0,4.55,1.99
16.0,4.59,2.01
16.0,4.64,2.03
16.0,4.69,2.05
16.0,4.73,2.07
16.0,4.77,2.09
16.0,4.8,2.1
16.0,4.84,2.11
16.0,4.87,2.12
16.0,4.9,2.12
16.0,4.92,2.13
16.0,4.94,2.14
16.0,4.97,2.15
16.0,5.69,2.04
16.0,3.22,1.69
16.0,0.91,1.16
16.0,3.32,1.74
16.0,0.88,1.12
16.0,0.96,1.13
16.0,1.02,1.14
16.0,1.09,1.16
16.0,1.13,1.16
16.0,1.21,1.18
16.0,1.28,1.18
16.0,1.35,1.19
16.0,1.41,1.21
16.0,1.46,1.22
16.0,1.54,1.23
16.0,0.81,1.12
16.0,1.6,1.24
16.0,1.72,1.26
16.0,1.78,1.28
16.0,1.83,1.29
16.0,1.89,1.3
16.0,1.93,1.31
16.0,2.03,1.34
16.0,2.08,1.35
16.0,2.13,1.37
16.0,2.19,1.38
16.0,2.29,1.4
16.0,2.36,1.43
16.0,1.67,1.26
16.0,2.41,1.44
16.0,0.72,1.12
16.0,0.56,1.12
16.0,7.0,0.38
16.0,7.04,0.35
16.0,7.11,0.31
16.0,7.17,0.27
16.0,7.24,0.24
16.0,7.29,0.2
16.0,7.39,0.15
16.0,7.43,0.1
16.0,7.47,0.08
16.0,7.54,0.04
16.0,7.6,0.01
16.0,0.64,1.12
16.0,7.66,-0.02
16.0,7.79,-0.11
16.0,7.86,-0.11
16.0,7.92,-0.1
16.0,0.01,1.0
16.0,0.12,1.03
16.0,0.22,1.06
16.0,0.26,1.09
16.0,0.28,1.1
16.0,0.36,1.1
16.0,0.43,1.11
16.0,0.52,1.12
16.0,7.72,-0.06
16.0,2.46,1.45
16.0,2.5,1.46
16.0,2.54,1.48
16.0,3.71,1.93
16.0,3.74,1.94
16.0,3.77,1.95
16.0,3.79,1.96
16.0,3.82,1.97
16.0,3.84,1.98
16.0,3.87,1.98
16.0,3.89,1.99
16.0,3.93,2.0
16.0,3.95,2.01
16.0,3.96,2.01
16.0,3.69,1.92
16.0,4.0,2.01
16.0,4.04,2.03
16.0,4.05,2.03
16.0,4.08,2.03
16.0,4.11,2.03
16.0,4.14,2.03
16.0,4.17,2.03
16.0,4.19,2.03
16.0,4.21,2.02
16.0,4.22,2.02
16.0,4.24,2.02
16.0,3.27,1.71
16.0,4.03,2.02
16.0,3.64,1.91
16.0,3.61,1.89
16.0,3.58,1.88
16.0,2.58,1.49
16.0,2.64,1.51
16.0,2.7,1.53
16.0,2.76,1.55
16.0,2.79,1.56
16.0,2.85,1.58
16.0,2.87,1.6
16.0,2.91,1.61
16.0,2.96,1.62
16.0,3.01,1.64
16.0,3.06,1.66
16.0,3.09,1.68
16.0,3.15,1.69
16.0,3.17,1.7
16.0,3.22,1.72
16.0,3.26,1.74
16.0,3.3,1.75
16.0,3.33,1.77
16.0,3.36,1.79
16.0,3.39,1.8
16.0,3.44,1.82
16.0,3.47,1.84
16.0,3.49,1.84
16.0,3.53,1.85
16.0,3.56,1.86
16.0,6.96,0.41
16.0,6.88,0.48
16.0,2.25,1.4
16.0,6.78,0.55
16.0,4.48,2.2
16.0,4.51,2.2
16.0,4.54,2.22
16.0,4.56,2.22
16.0,4.59,2.22
16.0,4.62,2.22
16.0,4.65,2.23
16.0,4.67,2.22
16.0,4.7,2.23
16.0,4.71,2.23
16.0,4.73,2.23
16.0,4.47,2.2
16.0,4.77,2.23
16.0,4.83,2.22
16.0,4.84,2.23
16.0,4.86,2.22
16.0,4.89,2.21
16.0,4.9,2.22
16.0,4.92,2.21
16.0,4.94,2.2
16.0,4.96,2.19
16.0,4.98,2.18
16.0,5.0,2.18
16.0,5.02,2.16
16.0,4.79,2.23
16.0,4.44,2.19
16.0,4.41,2.18
16.0,4.38,2.17
16.0,3.38,1.76
16.0,3.42,1.78
16.0,3.48,1.79
16.0,3.52,1.82
16.0,6.83,0.51
16.0,3.6,1.86
16.0,3.66,1.87
16.0,3.69,1.89
16.0,3.73,1.9
16.0,3.79,1.94
16.0,3.84,1.95
16.0,3.89,1.97
16.0,3.92,1.98
16.0,3.95,2.0
16.0,3.99,2.01
16.0,4.03,2.04
16.0,4.07,2.04
16.0,4.1,2.06
16.0,4.12,2.07
16.0,4.16,2.07
16.0,4.2,2.09
16.0,4.24,2.11
16.0,4.27,2.13
16.0,4.32,2.15
16.0,4.35,2.16
16.0,5.04,2.15
16.0,5.07,2.14
16.0,3.57,1.84
16.0,5.12,2.11
16.0,5.79,1.46
16.0,5.82,1.44
16.0,5.85,1.4
16.0,5.89,1.37
16.0,5.91,1.33
16.0,5.96,1.28
16.0,6.0,1.24
16.0,6.03,1.21
16.0,6.08,1.17
16.0,6.11,1.14
16.0,6.14,1.11
16.0,5.76,1.5
16.0,6.19,1.06
16.0,6.26,0.99
16.0,6.31,0.94
16.0,6.36,0.89
16.0,6.4,0.86
16.0,6.45,0.82
16.0,6.49,0.79
16.0,6.53,0.75
16.0,6.58,0.71
16.0,6.67,0.63
16.0,6.72,0.59
16.0,5.09,2.13
16.0,6.23,1.03
16.0,5.73,1.52
16.0,6.62,0.68
16.0,5.67,1.59
16.0,5.16,2.09
16.0,5.15,2.1
16.0,5.17,2.08
16.0,5.19,2.07
16.0,5.22,2.04
16.0,5.24,2.03
16.0,5.25,2.02
16.0,5.69,1.56
16.0,5.29,1.99
16.0,5.31,1.98
16.0,5.33,1.95
16.0,5.36,1.92
16.0,5.28,2.0
16.0,5.4,1.89
16.0,5.64,1.63
16.0,5.38,1.9
16.0,5.59,1.68
16.0,5.57,1.7
16.0,5.54,1.73
16.0,5.63,1.65
16.0,5.5,1.78
16.0,5.48,1.8
16.0,5.46,1.83
16.0,5.43,1.86
16.0,5.52,1.76
18.0,3.94,2.07
18.0,4.0,2.09
18.0,4.07,2.13
18.0,4.12,2.16
18.0,4.18,2.18
18.0,4.24,2.2
18.0,4.3,2.23
18.0,4.35,2.26
18.0,4.41,2.28
18.0,4.45,2.3
18.0,4.98,2.53
18.0,4.55,2.34
18.0,4.59,2.35
18.0,4.64,2.37
18.0,4.67,2.41
18.0,4.72,2.42
18.0,4.78,2.44
18.0,4.83,2.45
18.0,4.86,2.46
18.0,4.89,2.49
18.0,4.94,2.51
18.0,5.03,2.54
18.0,4.49,2.32
18.0,3.89,2.05
18.0,3.08,1.73
18.0,3.78,2.01
18.0,2.03,1.42
18.0,5.07,2.56
18.0,1.92,1.4
18.0,2.15,1.46
18.0,2.23,1.48
18.0,2.3,1.5
18.0,2.4,1.52
18.0,2.48,1.55
18.0,2.55,1.57
18.0,2.64,1.6
18.0,2.71,1.62
18.0,2.81,1.64
18.0,2.89,1.68
18.0,2.99,1.7
18.0,3.15,1.76
18.0,3.19,1.78
18.0,3.3,1.81
18.0,3.37,1.84
18.0,3.45,1.88
18.0,3.52,1.9
18.0,3.6,1.95
18.0,3.66,1.97
18.0,3.72,1.98
18.0,3.85,2.03
18.0,5.09,2.56
18.0,5.8,2.48
18.0,5.15,2.57
18.0,5.91,2.41
18.0,5.93,2.38
18.0,5.96,2.35
18.0,5.98,2.34
18.0,6.0,2.32
18.0,6.01,2.3
18.0,6.03,2.28
18.0,6.05,2.26
18.0,6.09,2.22
18.0,6.1,2.2
18.0,6.11,2.19
18.0,6.13,2.16
18.0,6.16,2.12
18.0,6.18,2.09
18.0,6.21,2.05
18.0,6.23,2.03
18.0,6.26,2.0
18.0,6.28,1.95
18.0,6.3,1.91
18.0,6.34,1.89
18.0,6.36,1.84
18.0,6.39,1.81
18.0,1.85,1.38
18.0,5.88,2.42
18.0,5.11,2.57
18.0,5.87,2.44
18.0,5.82,2.47
18.0,5.18,2.58
18.0,5.22,2.59
18.0,5.24,2.6
18.0,5.28,2.6
18.0,5.31,2.61
18.0,5.33,2.61
18.0,5.36,2.6
18.0,5.4,2.61
18.0,5.44,2.61
18.0,5.47,2.61
18.0,5.5,2.6
18.0,5.53,2.6
18.0,5.55,2.59
18.0,5.58,2.59
18.0,5.6,2.58
18.0,5.63,2.58
18.0,5.67,2.58
18.0,5.67,2.56
18.0,5.68,2.56
18.0,5.71,2.54
18.0,5.73,2.53
18.0,5.76,2.51
18.0,5.75,2.49
18.0,5.85,2.45
18.0,1.76,1.37
18.0,4.39,2.3
18.0,1.58,1.34
18.0,4.95,2.04
18.0,4.96,2.03
18.0,5.0,2.0
18.0,5.01,1.99
18.0,5.04,1.96
18.0,5.06,1.94
18.0,5.08,1.92
18.0,5.11,1.88
18.0,5.14,1.86
18.0,5.18,1.82
18.0,4.93,2.06
18.0,5.19,1.8
18.0,5.24,1.73
18.0,5.26,1.7
18.0,5.28,1.66
18.0,5.31,1.62
18.0,5.34,1.58
18.0,5.36,1.55
